state,org_id,cat_id,records_breached,records_breached_detail,name,total_records,category,entity_type,location,dt,breach_source,breach_type,type,cat_name,company_name,source_type,region,breach_id
Pennsylvania,200001629,28,NA,NA,UPMC Health Plan,722,Discharge Data,MED,,7/2/2015,US Department of Health and Human Services,DISC,Breaches,Discharge Data,UPMC Health Plan,Breaches,Northeast,3348
Pennsylvania,200001815,28,NA,NA,Einstein Healthcare Network,"2,939",Discharge Data,MED,,4/1/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Einstein Healthcare Network,Breaches,Northeast,3349
Pennsylvania,200001867,28,NA,NA,"Keystone Rural Health Consortia, Inc.",800,Discharge Data,MED,,5/24/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,"Keystone Rural Health Consortia, Inc.",Breaches,Northeast,3350
Pennsylvania,200001897,28,NA,NA,The Ambulatory Surgery Center at St. Mary,"13,000",Discharge Data,MED,,7/7/2016,US Department of Health and Human Services,HACK,Breaches,Discharge Data,The Ambulatory Surgery Center at St. Mary,Breaches,Northeast,3351
Pennsylvania,200001922,28,NA,NA,Center for Minimmally Invasive Bariatric and General Surgery,992,Discharge Data,MED,,8/5/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Center for Minimmally Invasive Bariatric and General Surgery,Breaches,Northeast,3352
Pennsylvania,200001948,28,NA,NA,Geisinger Health Plan,"2,814",Discharge Data,MED,,9/7/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Geisinger Health Plan,Breaches,Northeast,3353
Pennsylvania,200001958,28,NA,NA,King of Prussia Dental Associates,"16,228",Discharge Data,MED,,9/13/2016,US Department of Health and Human Services,HACK,Breaches,Discharge Data,King of Prussia Dental Associates,Breaches,Northeast,3354
Pennsylvania,200002015,28,NA,NA,"Lebanon Cardiology Associates, PC",537,Discharge Data,MED,,11/14/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"Lebanon Cardiology Associates, PC",Breaches,Northeast,3355
Pennsylvania,200002041,28,NA,NA,Washington Health System,544,Discharge Data,MED,,12/2/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Washington Health System,Breaches,Northeast,3356
Pennsylvania,200002056,46,NA,NA,Brodhead Dental Center,"5,872",Dental and Vision,MED,,12/19/2016,US Department of Health and Human Services,HACK,Breaches,Dental and Vision,Brodhead Dental Center,Breaches,Northeast,3357
Pennsylvania,200002134,46,NA,NA,"Specialty Dental Partners of Philadelphia, PLLC.- DBA Rich Orthodontics",960,Dental and Vision,MED,,3/23/2017,US Department of Health and Human Services,PHYS,Breaches,Dental and Vision,"Specialty Dental Partners of Philadelphia, PLLC.- DBA Rich Orthodontics",Breaches,Northeast,3358
Pennsylvania,200002135,28,NA,NA,WellSpan Health,732,Discharge Data,MED,,3/23/2017,US Department of Health and Human Services,DISC,Breaches,Discharge Data,WellSpan Health,Breaches,Northeast,3359
Pennsylvania,200002160,28,NA,NA,Harrisburg Gastroenterology Ltd,"93,323",Discharge Data,MED,,4/28/2017,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Harrisburg Gastroenterology Ltd,Breaches,Northeast,3360
Pennsylvania,200002338,28,NA,NA,Polish Falcons of America,1,Discharge Data,MED,Pittsburgh,8/6/2014,Maryland Attorney General,PHYS,Breaches,Discharge Data,Polish Falcons of America,Breaches,Northeast,3361
Pennsylvania,200002418,28,NA,NA,Hanover Foods Corporation,677,Discharge Data,MED,Hanover,5/21/2014,Maryland Attorney General,HACK,Breaches,Discharge Data,Hanover Foods Corporation,Breaches,Northeast,3362
Pennsylvania,200002419,28,NA,NA,"Paytime Harrisburg, Inc. DBA Paytime, Inc.","8,261",Discharge Data,MED,Mechanicsburg,5/20/2014,Maryland Attorney General,HACK,Breaches,Discharge Data,"Paytime Harrisburg, Inc. DBA Paytime, Inc.",Breaches,Northeast,3363
Pennsylvania,200002423,28,NA,NA,"Hubbard-Bert, Inc.",22,Discharge Data,MED,Erie,5/13/2014,Maryland Attorney General,DISC,Breaches,Discharge Data,"Hubbard-Bert, Inc.",Breaches,Northeast,3364
Pennsylvania,200002432,28,NA,NA,Susquehanna Health,2,Discharge Data,MED,Williamsport,4/1/2014,Maryland Attorney General,DISC,Breaches,Discharge Data,Susquehanna Health,Breaches,Northeast,3365
Pennsylvania,200002472,5,NA,NA,Farmers and Merchants Trust Company of Chambersburg,6,Clearing House,MED,Chambersburg,2/7/2014,Maryland Attorney General,INSD,Breaches,Clearing House,Farmers and Merchants Trust Company of Chambersburg,Breaches,Northeast,3366
Pennsylvania,200002489,35,NA,NA,Erie County Office of Children and Youth,30,Other Government,GOV,Erie,7/5/2017,Maryland Attorney General,DISC,Breaches,Other Government,Erie County Office of Children and Youth,Breaches,Northeast,3367
Pennsylvania,200002500,28,NA,NA,Ledet Family Chiropractic Cener,530,Discharge Data,MED,,7/9/2017,Maryland Attorney General,HACK,Breaches,Discharge Data,Ledet Family Chiropractic Cener,Breaches,Northeast,3368
Pennsylvania,200002506,3,NA,NA,Rite Aid,0,Pharmacy,BSR,Camp Hill,5/17/2017,Maryland Attorney General,HACK,Breaches,Pharmacy,Rite Aid,Breaches,Northeast,3369
Pennsylvania,200002534,28,NA,NA,"Women's Health Care Group of PA, LLC","300,000",Discharge Data,MED,,7/15/2017,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"Women's Health Care Group of PA, LLC",Breaches,Northeast,3370
Pennsylvania,200002590,18,NA,NA,Women's Health Care Group of Pennsylvania,"300,000","Physician, Hospital",MED,Phoenixville,7/26/2017,Media,HACK,Breaches,"Physician, Hospital",Women's Health Care Group of Pennsylvania,Breaches,Northeast,3371
Pennsylvania,200002713,18,NA,NA,UPMC Susquehanna,"1,200","Physician, Hospital",MED,Williamsport,11/17/2017,Media,HACK,Breaches,"Physician, Hospital",UPMC Susquehanna,Breaches,Northeast,3372
Pennsylvania,200002721,3,NA,NA,Rite Aid,0,Pharmacy,BSR,Camp Hill,5/19/2017,Media,HACK,Breaches,Pharmacy,Rite Aid,Breaches,Northeast,3373
Pennsylvania,200002754,28,NA,NA,UPMC Susquehanna,"1,208",Discharge Data,MED,,11/15/2017,US Department of Health and Human Services,HACK,Breaches,Discharge Data,UPMC Susquehanna,Breaches,Northeast,3374
Pennsylvania,200002764,28,NA,NA,Washington Health System Greene,"4,145",Discharge Data,MED,,12/1/2017,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Washington Health System Greene,Breaches,Northeast,3375
Pennsylvania,200002776,18,NA,NA,Penn Medicine,"1,000","Physician, Hospital",MED,King of Prussia,1/8/2018,Media,PORT,Breaches,"Physician, Hospital",Penn Medicine,Breaches,Northeast,3376
Pennsylvania,200002778,17,NA,NA,BeautyBlender,"3,982",Payer (Insurer),BSR,Bethlehem,1/5/2018,California Attorney General,HACK,Breaches,Payer (Insurer),BeautyBlender,Breaches,Northeast,3377
Pennsylvania,200002791,28,NA,NA,Penn Medicine,"1,050",Discharge Data,MED,,1/2/2018,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Penn Medicine,Breaches,Northeast,3378
Pennsylvania,200002836,17,NA,NA,"Rea.deeming Beauty, Inc. /d/b/a/ beautyblender","18,133",Payer (Insurer),BSO,Bethlehem,1/5/2018,Security Breach Letter,HACK,Breaches,Payer (Insurer),"Rea.deeming Beauty, Inc. /d/b/a/ beautyblender",Breaches,Northeast,3379
Pennsylvania,200002882,57,NA,NA,Wesley Enhanced Living,300,Social Support,MED,Media,2/16/2018,Security Breach Letter,DISC,Breaches,Social Support,Wesley Enhanced Living,Breaches,Northeast,3380
Pennsylvania,200002993,17,NA,NA,"Remote DBA Experts, LLC",281,Payer (Insurer),NGO,Warrendale,2/1/2018,Security Breach Letter,DISC,Breaches,Payer (Insurer),"Remote DBA Experts, LLC",Breaches,Northeast,3381
Pennsylvania,200002997,28,NA,NA,"Worldwide Insurance Services, LLC","1,692",Discharge Data,MED,,4/30/2018,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"Worldwide Insurance Services, LLC",Breaches,Northeast,3382
Puerto Rico,200001225,28,NA,NA,"Triple-C, Inc.","8,000",Discharge Data,MED,,1/24/2014,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,"Triple-C, Inc.",Breaches,Puerto Rico,3389
Puerto Rico,200001320,29,NA,NA,American Health Inc.,"11,531",Researcher,MED,,5/18/2014,US Department of Health and Human Services,DISC,Breaches,Researcher,American Health Inc.,Breaches,Puerto Rico,3390
Puerto Rico,200001328,29,NA,NA,Triple-S Salud,"56,853",Researcher,MED,,5/29/2014,US Department of Health and Human Services,DISC,Breaches,Researcher,Triple-S Salud,Breaches,Puerto Rico,3391
Puerto Rico,200001553,23,NA,NA,"Triple S Advantage, Inc","1,458",Public Health,MED,,3/31/2015,US Department of Health and Human Services,DISC,Breaches,Public Health,"Triple S Advantage, Inc",Breaches,Puerto Rico,3392
Quebec,200000870,17,NA,NA,Brazzers.com,"800,000",Payer (Insurer),BSO,,9/6/2016,Media,HACK,Breaches,Payer (Insurer),Brazzers.com,Breaches,NA,3393
Quebec,200000894,22,NA,NA,The World Anti-Doping Agency (WADA),4,Law Firms,BSO,Montreal,9/13/2016,Media,HACK,Breaches,Law Firms,The World Anti-Doping Agency (WADA),Breaches,NA,3394
Quebec,200000941,17,NA,NA,Premium Beat,0,Payer (Insurer),BSO,Montreal,10/20/2016,California Attorney General,HACK,Breaches,Payer (Insurer),Premium Beat,Breaches,NA,3395
Rhode Island,200000881,29,NA,NA,University Gastroenterology,0,Researcher,MED,Providence,9/12/2016,Vermont Attorney General,HACK,Breaches,Researcher,University Gastroenterology,Breaches,Northeast,3407
Rhode Island,200001011,17,NA,NA,CVS Health,626,Payer (Insurer),BSO,Cranston,12/5/2016,Government Agency,PHYS,Breaches,Payer (Insurer),CVS Health,Breaches,Northeast,3408
Rhode Island,200001627,3,NA,NA,CVS Health,"12,914",Pharmacy,MED,,6/26/2015,US Department of Health and Human Services,PHYS,Breaches,Pharmacy,CVS Health,Breaches,Northeast,3409
Rhode Island,200001950,29,NA,NA,"University Gastroenterology, Inc.","15,478",Researcher,MED,,9/8/2016,US Department of Health and Human Services,HACK,Breaches,Researcher,"University Gastroenterology, Inc.",Breaches,Northeast,3410
Rhode Island,200002042,28,NA,NA,CVS Health,626,Discharge Data,MED,,12/5/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,CVS Health,Breaches,Northeast,3411
Rhode Island,200002122,3,NA,NA,CVS Health,724,Pharmacy,MED,,3/8/2017,US Department of Health and Human Services,PHYS,Breaches,Pharmacy,CVS Health,Breaches,Northeast,3412
Rhode Island,200002155,28,NA,NA,Lifespan Corporation,"20,431",Discharge Data,MED,,4/21/2017,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Lifespan Corporation,Breaches,Northeast,3413
Rhode Island,200002622,28,NA,NA,"The Neurology Foundation, Inc.","12,861",Discharge Data,MED,,9/1/2017,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"The Neurology Foundation, Inc.",Breaches,Northeast,3414
Rhode Island,200002955,23,NA,NA,Rhode Island Executive Office of Health and Human Services,"5,600",Public Health,MED,,2/27/2018,US Department of Health and Human Services,DISC,Breaches,Public Health,Rhode Island Executive Office of Health and Human Services,Breaches,Northeast,3415
Rhode Island,200002956,23,NA,NA,Rhode Island Executive Office of Health and Human Services,"1,100",Public Health,MED,,2/27/2018,US Department of Health and Human Services,DISC,Breaches,Public Health,Rhode Island Executive Office of Health and Human Services,Breaches,Northeast,3416
South Carolina,200000001,23,NA,NA,South Carolina Department of Employment and Workforce,"4,658",Public Health,GOV,Columbia,1/15/2014,Media,INSD,Breaches,Public Health,South Carolina Department of Employment and Workforce,Breaches,Southeast,3428
South Carolina,200000139,17,NA,NA,Orangeburg-Calhoun Technical College,"20,000",Payer (Insurer),EDU,Orangeburg,7/14/2014,Media,PORT,Breaches,Payer (Insurer),Orangeburg-Calhoun Technical College,Breaches,Southeast,3429
South Carolina,200000245,18,NA,NA,Novant Health Gaffney Family Medical Care,0,"Physician, Hospital",MED,Gaffney,10/14/2014,Media,PORT,Breaches,"Physician, Hospital",Novant Health Gaffney Family Medical Care,Breaches,Southeast,3430
South Carolina,200000677,17,NA,NA,Blue Cross Blue Shield of South Carolina,998,Payer (Insurer),MED,Columbia,2/12/2016,California Attorney General,DISC,Breaches,Payer (Insurer),Blue Cross Blue Shield of South Carolina,Breaches,Southeast,3431
South Carolina,200000736,23,NA,NA,Pruitt Home Health,"1,500",Public Health,MED,Florence,4/29/2016,Government Agency,DISC,Breaches,Public Health,Pruitt Home Health,Breaches,Southeast,3432
South Carolina,200000784,23,NA,NA,Pruitt Health Hospice Beaufort,"1,437",Public Health,MED,Anderson,6/9/2016,Government Agency,DISC,Breaches,Public Health,Pruitt Health Hospice Beaufort,Breaches,Southeast,3433
South Carolina,200000965,23,NA,NA,"Heritage Medical Partners, LLC",812,Public Health,MED,Hilton Head,9/15/2016,Government Agency,DISC,Breaches,Public Health,"Heritage Medical Partners, LLC",Breaches,Southeast,3434
South Carolina,200001368,28,NA,NA,Self Regional Healthcare,"38,906",Discharge Data,MED,,7/25/2014,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Self Regional Healthcare,Breaches,Southeast,3435
South Carolina,200001414,28,NA,NA,Wm. Jennings Bryan Dorn VA Medical Center,"3,637",Discharge Data,MED,,9/10/2014,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Wm. Jennings Bryan Dorn VA Medical Center,Breaches,Southeast,3436
South Carolina,200001556,28,NA,NA,Schaeffler Group USA,550,Discharge Data,MED,,4/2/2015,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Schaeffler Group USA,Breaches,Southeast,3437
South Carolina,200001611,28,NA,NA,Lancaster County EMS,"50,000",Discharge Data,MED,,6/4/2015,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Lancaster County EMS,Breaches,Southeast,3438
South Carolina,200001713,28,NA,NA,Bon Secours Saint Francis,"1,997",Discharge Data,MED,,10/26/2015,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Bon Secours Saint Francis,Breaches,Southeast,3439
South Carolina,200001722,28,NA,NA,"Midlands Orthopaedics, P.A. ","3,902",Discharge Data,MED,,11/13/2015,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"Midlands Orthopaedics, P.A. ",Breaches,Southeast,3440
South Carolina,200001770,28,NA,NA,BlueCross BlueShield of South Carolina,998,Discharge Data,MED,,2/12/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,BlueCross BlueShield of South Carolina,Breaches,Southeast,3441
South Carolina,200001844,28,NA,NA,PruittHealth Home Health -- Low Country,"1,500",Discharge Data,MED,,4/29/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,PruittHealth Home Health -- Low Country,Breaches,Southeast,3442
South Carolina,200001882,28,NA,NA,PruittHealth Hospice Beaufort,"1,437",Discharge Data,MED,,6/9/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,PruittHealth Hospice Beaufort,Breaches,Southeast,3443
South Carolina,200001959,28,NA,NA,"Heritage Medical Partners, LLC",812,Discharge Data,MED,,9/15/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"Heritage Medical Partners, LLC",Breaches,Southeast,3444
South Carolina,200002088,28,NA,NA,Roper St. Francis Healthcare,576,Discharge Data,MED,,1/24/2017,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Roper St. Francis Healthcare,Breaches,Southeast,3445
South Carolina,200002470,28,NA,NA,TD Bank,8,Discharge Data,MED,Greenville,2/11/2014,Maryland Attorney General,DISC,Breaches,Discharge Data,TD Bank,Breaches,Southeast,3446
South Carolina,200002509,6,NA,NA,"Movement Mortgage, LLC",0,Life Insurance Company,BSF,Indian Land,7/10/2017,Maryland Attorney General,HACK,Breaches,Life Insurance Company,"Movement Mortgage, LLC",Breaches,Southeast,3447
South Carolina,200002900,17,NA,NA,"Advanced Technology International, Inc.",67,Payer (Insurer),BSR,Summerville,2/14/2018,Security Breach Letter,DISC,Breaches,Payer (Insurer),"Advanced Technology International, Inc.",Breaches,Southeast,3448
South Dakota,200000374,18,NA,NA,"Veterans Affairs Hospital, South Dakota","1,100","Physician, Hospital",MED,Hot Springs,8/3/2015,Media,PHYS,Breaches,"Physician, Hospital","Veterans Affairs Hospital, South Dakota",Breaches,Midwest,3450
South Dakota,200001458,28,NA,NA,"Indian Health Service, Aberdeen Area Office",0,Discharge Data,MED,Aberdeen,11/13/2014,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"Indian Health Service, Aberdeen Area Office",Breaches,Midwest,3451
South Dakota,200001652,28,NA,NA,Sioux Falls VA Health Care System,"1,111",Discharge Data,MED,,7/30/2015,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Sioux Falls VA Health Care System,Breaches,Midwest,3452
South Dakota,200001653,28,NA,NA,"Siouxland Anesthesiology, Ltd.","13,000",Discharge Data,MED,,7/31/2015,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"Siouxland Anesthesiology, Ltd.",Breaches,Midwest,3453
South Dakota,200001656,28,NA,NA,VA Black Hills Health Care System,"1,168",Discharge Data,MED,,8/4/2015,US Department of Health and Human Services,DISC,Breaches,Discharge Data,VA Black Hills Health Care System,Breaches,Midwest,3454
South Dakota,200002589,18,NA,NA,Plastic Surgery Associates of South Dakota,"10,000","Physician, Hospital",MED,Sioux Falls,7/31/2017,Media,HACK,Breaches,"Physician, Hospital",Plastic Surgery Associates of South Dakota,Breaches,Midwest,3455
Tennessee,200000045,29,NA,NA,"University Urology, P.C. ","1,144",Researcher,MED,Knoxville,4/11/2014,Media,PHYS,Breaches,Researcher,"University Urology, P.C. ",Breaches,Southeast,3485
Tennessee,200000067,17,NA,NA,Willis North America Inc.,0,Payer (Insurer),BSO,Nashville,4/25/2014,Vermont Attorney General,DISC,Breaches,Payer (Insurer),Willis North America Inc.,Breaches,Southeast,3486
Tennessee,200000190,17,NA,NA,Community Health Systems,"4,500,000",Payer (Insurer),MED,Franklin,8/18/2014,Media,HACK,Breaches,Payer (Insurer),Community Health Systems,Breaches,Southeast,3487
Tennessee,200000246,18,NA,NA,Touchstone Medical Imaging,0,"Physician, Hospital",MED,Brentwood,10/3/2014,Media,DISC,Breaches,"Physician, Hospital",Touchstone Medical Imaging,Breaches,Southeast,3488
Tennessee,200000342,17,NA,NA,Fred's Inc.,0,Payer (Insurer),BSR,Memphis,6/12/2015,Krebs On Security,HACK,Breaches,Payer (Insurer),Fred's Inc.,Breaches,Southeast,3489
Tennessee,200000443,17,NA,NA,Scripps Network LLC. (Food.com),0,Payer (Insurer),BSO,Knocksville,10/16/2015,California Attorney General,HACK,Breaches,Payer (Insurer),Scripps Network LLC. (Food.com),Breaches,Southeast,3490
Tennessee,200000595,18,NA,NA,Boston Baskin Cancer Foundation,"56,694","Physician, Hospital",MED,Memphis,2/2/2015,Government Agency,PORT,Breaches,"Physician, Hospital",Boston Baskin Cancer Foundation,Breaches,Southeast,3491
Tennessee,200000625,17,NA,NA,O'Charley's Restaurant and Bar,0,Payer (Insurer),BSO,Nashville,5/20/2016,Media,HACK,Breaches,Payer (Insurer),O'Charley's Restaurant and Bar,Breaches,Southeast,3492
Tennessee,200000681,23,NA,NA,Roark's Pharmacy,"3,000",Public Health,MED,Oneida,2/19/2016,Government Agency,PHYS,Breaches,Public Health,Roark's Pharmacy,Breaches,Southeast,3493
Tennessee,200000753,23,NA,NA,"Grace Primary Care, PC","6,853",Public Health,MED,Huntsville,6/7/2016,Government Agency,HACK,Breaches,Public Health,"Grace Primary Care, PC",Breaches,Southeast,3494
Tennessee,200000771,6,NA,NA,Capital Financial Group,0,Life Insurance Company,BSF,Brentwood,11/11/2015,Vermont Attorney General,STAT,Breaches,Life Insurance Company,Capital Financial Group,Breaches,Southeast,3495
Tennessee,200000828,23,NA,NA,"Health Incent, LLC","1,100",Public Health,MED,Memphis,7/11/2016,Government Agency,HACK,Breaches,Public Health,"Health Incent, LLC",Breaches,Southeast,3496
Tennessee,200000857,23,NA,NA,Phoenix Dental Care,500,Public Health,MED,Lebanon,8/15/2016,Government Agency,PHYS,Breaches,Public Health,Phoenix Dental Care,Breaches,Southeast,3497
Tennessee,200000869,17,NA,NA,Hutton Hotel,0,Payer (Insurer),BSO,Nashville,9/5/2016,Media,HACK,Breaches,Payer (Insurer),Hutton Hotel,Breaches,Southeast,3498
Tennessee,200000889,17,NA,NA,Wilderness at the Smokies,0,Payer (Insurer),BSO,Sevierville,12/16/2015,Maryland Attorney General,HACK,Breaches,Payer (Insurer),Wilderness at the Smokies,Breaches,Southeast,3499
Tennessee,200000943,23,NA,NA,Bedford County Board of Education,862,Public Health,MED,Shelbyville,10/12/2016,Government Agency,DISC,Breaches,Public Health,Bedford County Board of Education,Breaches,Southeast,3500
Tennessee,200000946,23,NA,NA,Fred's Stores of Tennessee,"9,624",Public Health,MED,Memphis,9/29/2016,Government Agency,PORT,Breaches,Public Health,Fred's Stores of Tennessee,Breaches,Southeast,3501
Tennessee,200001052,23,NA,NA,PathGroup,"1,443",Public Health,MED,Brentwood,12/29/2016,Government Agency,DISC,Breaches,Public Health,PathGroup,Breaches,Southeast,3502
Tennessee,200001151,17,NA,NA,LYFE Kitchen Notice of Data Breach,0,Payer (Insurer),BSO,Memphis,3/21/2017,California Attorney General,HACK,Breaches,Payer (Insurer),LYFE Kitchen Notice of Data Breach,Breaches,Southeast,3503
Tennessee,200001215,28,NA,NA,Network Pharmacy Knoxville,"9,602",Discharge Data,MED,,1/15/2014,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Network Pharmacy Knoxville,Breaches,Southeast,3504
Tennessee,200001384,28,NA,NA,"CareAll Management, LLC","28,300",Discharge Data,MED,,8/12/2014,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,"CareAll Management, LLC",Breaches,Southeast,3505
Tennessee,200001393,28,NA,NA,Community Health Systems Professional Services Corporation,"4,500,000",Discharge Data,MED,,8/20/2014,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Community Health Systems Professional Services Corporation,Breaches,Southeast,3506
Tennessee,200001394,28,NA,NA,Community Health Systems Professional Services Corporations,0,Discharge Data,MED,Franklin,8/21/2014,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Community Health Systems Professional Services Corporations,Breaches,Southeast,3507
Tennessee,200001402,28,NA,NA,Metropolitan Government of Nashville and Davidson County (Metro) Public Health Department,"1,717",Discharge Data,MED,,8/29/2014,US Department of Health and Human Services,UNKN,Breaches,Discharge Data,Metropolitan Government of Nashville and Davidson County (Metro) Public Health Department,Breaches,Southeast,3508
Tennessee,200001420,28,NA,NA,Emdeon,800,Discharge Data,MED,,9/12/2014,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Emdeon,Breaches,Southeast,3509
Tennessee,200001429,28,NA,NA,"Touchstone Medical Imaging, LLC","307,528",Discharge Data,MED,,10/3/2014,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"Touchstone Medical Imaging, LLC",Breaches,Southeast,3510
Tennessee,200001493,28,NA,NA,Tennessee Rural Health Improvement Association,"79,000",Discharge Data,MED,,1/13/2015,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Tennessee Rural Health Improvement Association,Breaches,Southeast,3511
Tennessee,200001506,28,NA,NA,Boston Baskin Cancer Foundation,"56,694",Discharge Data,MED,,2/2/2015,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Boston Baskin Cancer Foundation,Breaches,Southeast,3512
Tennessee,200001555,28,NA,NA,Cigna-HealthSpring,862,Discharge Data,MED,,4/2/2015,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Cigna-HealthSpring,Breaches,Southeast,3513
Tennessee,200001580,28,NA,NA,Wellmont Health System,"1,726",Discharge Data,MED,,4/24/2015,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Wellmont Health System,Breaches,Southeast,3514
Tennessee,200001620,28,NA,NA,"National Seating & Mobility, Inc.","9,627",Discharge Data,MED,,6/12/2015,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,"National Seating & Mobility, Inc.",Breaches,Southeast,3515
Tennessee,200001775,28,NA,NA,Roark's Pharmacy,"3,000",Discharge Data,MED,,2/19/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Roark's Pharmacy,Breaches,Southeast,3516
Tennessee,200001878,28,NA,NA,"Grace Primary Care, PC","6,853",Discharge Data,MED,,6/7/2016,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"Grace Primary Care, PC",Breaches,Southeast,3517
Tennessee,200001900,28,NA,NA,"Health Incent, LLC","1,100",Discharge Data,MED,,7/11/2016,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"Health Incent, LLC",Breaches,Southeast,3518
Tennessee,200001932,28,NA,NA,Phoenix Dental Care,500,Discharge Data,MED,,8/15/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Phoenix Dental Care,Breaches,Southeast,3519
Tennessee,200001974,28,NA,NA,"Fred's Stores of Tennessee, Incorporated","9,624",Discharge Data,MED,,9/29/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,"Fred's Stores of Tennessee, Incorporated",Breaches,Southeast,3520
Tennessee,200002068,28,NA,NA,PathGroup,"1,443",Discharge Data,MED,,12/29/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,PathGroup,Breaches,Southeast,3521
Tennessee,200002071,28,NA,NA,"Bryan Myers, MD PC, Ashley DeWitt, DO PC, Michael Nobles, MD PC","13,150",Discharge Data,MED,,12/30/2016,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"Bryan Myers, MD PC, Ashley DeWitt, DO PC, Michael Nobles, MD PC",Breaches,Southeast,3522
Tennessee,200002117,28,NA,NA,Memphis VA Medical Center,687,Discharge Data,MED,,3/1/2017,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Memphis VA Medical Center,Breaches,Southeast,3523
Tennessee,200002121,28,NA,NA,American Home Patient,"13,861",Discharge Data,MED,,3/6/2017,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,American Home Patient,Breaches,Southeast,3524
Tennessee,200002123,28,NA,NA,"Primary Care Specialists, Inc.","65,000",Discharge Data,MED,,3/9/2017,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"Primary Care Specialists, Inc.",Breaches,Southeast,3525
Tennessee,200002212,28,NA,NA,Tennessee Rural Health Improvement Association,588,Discharge Data,MED,,6/8/2017,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Tennessee Rural Health Improvement Association,Breaches,Southeast,3526
Tennessee,200002224,28,NA,NA,"Cleveland Medical Associates, PLLC","22,000",Discharge Data,MED,,6/20/2017,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"Cleveland Medical Associates, PLLC",Breaches,Southeast,3527
Tennessee,200002227,28,NA,NA,Saint Thomas Rutherford Hospital,"2,837",Discharge Data,MED,,6/22/2017,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Saint Thomas Rutherford Hospital,Breaches,Southeast,3528
Tennessee,200002469,28,NA,NA,Embassy suites,12,Discharge Data,MED,Memphis,2/11/2014,Maryland Attorney General,HACK,Breaches,Discharge Data,Embassy suites,Breaches,Southeast,3529
Tennessee,200002537,37,NA,NA,Professional Counseling & Medical Associates,"2,500",Financial,MED,,7/13/2017,US Department of Health and Human Services,HACK,Breaches,Financial,Professional Counseling & Medical Associates,Breaches,Southeast,3530
Tennessee,200002550,51,NA,NA,Shelby County Tennessee,"650,000",Social Services,GOV,Shelby County,8/2/2017,Media,DISC,Breaches,Social Services,Shelby County Tennessee,Breaches,Southeast,3531
